JNAME,P0,DM
J1917+0834,2.129676,29.21
J1917+08340,2.933000,101.00
J1917+0923_P,0.004710,297.80
J1917+1046_P,0.087730,163.10
J1917+1121_P,0.510310,303.50
J1917+1259_P,0.005637,117.02
J1917+1353,0.194637,94.58
J1917+1411_P,0.446460,123.40
J1917+1551_P,0.809330,326.70
J1917+1556_P,0.002920,72.00
J1917+17,0.419600,40.00
J1917+1710_P,0.419340,41.60
J1917+1737,0.334725,208.00
J1917+2035_P,0.288300,176.60
J1917+2224,0.425897,134.75
J1918+0342_P,,174.00
J1918+0523_P,3.657200,102.00
J1918+0621_P,0.002104,63.12
J1918+1311,0.856749,244.50
J1918+1340_P,0.232990,575.90
J1918+1444,1.181201,27.24
J1918+1514_P,,134.00
J1918+1521_P,0.004070,237.00
J1918+1536_P,0.109950,123.70
J1918+1540_P,0.004280,271.20
J1918+1541,0.370883,11.50
J1918+1546,0.003764,64.64
J1918+1547_P,0.003760,64.60
J1918+26,0.723000,113.00
J1918-0642,0.007646,26.59
J1918-1052,0.798693,62.70
J1919+0021,1.272267,90.20
J1919+0126_P,0.001900,125.20
J1919+0134,1.603984,191.55
J1919+0727_P,0.866820,183.60
J1919+1113_P,0.766000,288.00
J1919+1314,0.571400,613.40
J1919+1341_P,0.011660,394.50
J1919+1502_P,0.003650,232.60
J1919+1527_P,1.371460,697.50
J1919+1645,0.562790,208.00
J1919+1745,2.081343,142.30
J1919+23,0.004630,38.40
J1919+2621,0.651512,96.50
J1920+0129_P,0.003580,104.10
J1920+0941_P,18.286900,54.20
J1920+1030_P,0.571020,389.70
J1920+1040,2.215802,304.00
J1920+1110,0.509886,188.40
J1920+1340_P,1.525710,1053.00
J1920+1515_P,1.602760,655.50
J1920+1817_P,1.065400,256.00
J1920+2650,0.785522,27.71
J1920-0950,1.037824,93.00
J1921+0137,0.002496,104.93
J1921+0812,0.210650,82.82
J1921+0851_P,0.957000,101.00
J1921+0921,0.562302,139.50
J1921+1006_P,3.345000,362.00
J1921+1216_P,0.003000,256.10
J1921+1227_P,1.598000,259.00
J1921+1238_P,2.133950,139.90
J1921+1259_P,0.573160,366.30
J1921+1329_P,0.408420,573.50
J1921+1340_P,4.602940,754.90
J1921+1419,0.618188,91.64
J1921+1503_P,5.637710,479.90
J1921+1505_P,0.611900,519.90
J1921+1544,0.143576,385.00
J1921+1629_P,1.860100,105.00
J1921+1630,0.936448,194.40
J1921+1632_P,0.493000,164.00
J1921+1652_P,0.003680,124.10
J1921+1720_P,0.219870,217.90
J1921+1733_P,2.009740,228.90
J1921+1808_P,0.005660,137.90
J1921+1929,0.002646,64.76
J1921+1948,0.821036,153.85
J1921+2003,0.760681,101.00
J1921+2153,1.337302,12.44
J1921+34,1.451300,89.00
J1921-05,2.227590,80.70
J1921-0510,0.794254,96.60
J1922+1131,0.562074,335.00
J1922+1511_P,2.357210,395.00
J1922+1642_P,0.680590,215.00
J1922+1730_P,0.833010,270.40
J1922+1733,0.236178,234.06
J1922+2018,1.172763,203.31
J1922+2110,1.077924,217.09
J1922+37,1.920000,85.00
J1922+58,0.529623,53.74
J1923+1143_P,0.371210,260.60
J1923+1521_P,1.048760,346.00
J1923+1706,0.547209,141.61
J1923+2022_P,0.037990,175.30
J1923+2515,0.003788,18.86
J1923+4243,0.595193,52.99
J1923-0408,1.149269,35.00
J1924+1201_P,0.003180,99.20
J1924+1342,0.005721,98.35
J1924+1343_P,0.005720,98.50
J1924+1446_P,1.090000,336.00
J1924+1509_P,0.239950,296.60
J1924+1510_P,0.498630,115.60
J1924+1628,0.375082,541.70
J1924+1631,2.935186,518.50
J1924+1639,0.158043,208.00
J1924+1713,0.758433,536.80
J1924+1734_P,,49.00
J1924+1835_P,0.200980,282.60
J1924+1917,1.277942,320.30
J1924+1923_P,0.689240,386.70
J1924+1932_P,0.388860,280.30
J1924+2027_P,0.001950,211.70
J1924+2037_P,0.684800,82.30
J1924+2040,0.237790,226.60
J1924+2110_P,0.005040,93.40
J1925+1335_P,0.398640,94.20
J1925+1532_P,1.655100,145.90
J1925+1629_P,0.004110,214.10
J1925+1636_P,0.049710,33.10
J1925+1720,0.075659,222.30
J1925+19,1.916353,328.00
J1925+1934_P,0.345390,248.10
J1925-16,3.885800,88.00
J1926+0431,1.074080,102.24
J1926+0737,0.318062,159.00
J1926+1434,1.324922,211.71
J1926+1452_P,0.304510,298.10
J1926+1614,0.308306,24.02
J1926+1631,0.678367,196.73
J1926+1648,0.579838,176.61
J1926+1803_P,1.034650,315.50
J1926+1857_P,0.278730,424.20
J1926+1928,1.346012,445.00
J1926+2016,0.299072,247.00
J1926-0652,1.608816,85.12
J1926-1314,4.864284,40.83
J1927+0911,0.290305,202.70
J1927+1126_P,5.889280,55.20
J1927+1430_P,0.202880,207.20
J1927+1457_P,0.919630,211.80
J1927+1849_P,0.312000,200.00
J1927+1852,0.482766,264.66
J1927+1856,0.298315,97.86
J1927+1940_P,,347.00
J1927+2008_P,0.634960,354.90
J1927+2234,1.431066,186.50
J1928+1245,0.003022,179.23
J1928+1443,1.010739,101.00
J1928+1458_P,0.002970,86.20
J1928+15,0.403000,242.00
J1928+1725,0.289838,135.96
J1928+1746,0.068736,176.69
J1928+1809_P,0.294460,431.10
J1928+1815,0.010549,346.14
J1928+1816_P,0.010540,346.30
J1928+1839_P,2.260910,70.00
J1928+1852,0.792807,290.00
J1928+1902_P,0.005800,28.90
J1928+1915_P,0.974350,201.00
J1928+1923,0.817330,476.40
J1928+28,1.063000,79.20
J1928-0108,2.365714,125.80
J1928-0548,0.028041,96.00
J1929+00,1.166900,42.95
J1929+0132,0.006418,53.46
J1929+1259_P,0.002850,90.90
J1929+1337_P,0.203320,282.40
J1929+1357,0.866927,150.70
J1929+1504_P,0.232780,91.90
J1929+1526_P,0.391870,204.60
J1929+16,0.529681,12.00
J1929+1615_P,0.044600,308.70
J1929+1731_P,3.995400,431.10
J1929+1844,1.220470,112.00
J1929+19,0.339216,528.40
J1929+1937_P,0.563730,458.10
J1929+1955,0.257833,279.10
J1929+2121,0.723599,66.00
J1929+2355_P,0.004790,206.80
J1929+3817,0.814215,93.40
J1929+62,1.456000,67.70
J1929+6630,0.806000,59.60
J1930+1316,0.760032,207.30
J1930+1357,0.323562,184.80
J1930+1403_P,0.003209,150.49
J1930+1408,0.425720,212.11
J1930+1708_P,0.002280,87.20
J1930+1713_P,,488.90
J1930+1722,1.609706,207.00
J1930+1852,0.136855,307.30
J1930+2441,0.005767,69.57
J1930+6205,1.456115,67.50
J1930-1852,0.185520,42.85
J1931+1428_P,0.002610,241.30
J1931+1439,1.779226,243.00
J1931+1536,0.314359,138.04
J1931+1817,0.234131,465.00
J1931+1841_P,2.594110,268.80
J1931+1952,0.501123,441.00
J1931+2333_P,0.003860,58.30
J1931+30,0.582126,53.75
J1931+42,,50.90
J1931-0144,0.593661,38.30
J1932+1059,0.226519,3.18
J1932+1500,1.864332,90.50
J1932+1756,0.041831,53.19
J1932+1916,0.208218,
J1932+2020,0.268217,211.15
J1932+2121_P,0.014245,192.10
J1932+2126_P,,126.00
J1932+2220,0.144470,218.90
J1932-3655,0.571421,59.74
J1933+0758,0.437454,165.02
J1933+0913_P,0.002940,69.40
J1933+1304,0.928324,176.50
J1933+1454_P,1.346130,204.80
J1933+1726,0.021507,156.90
J1933+1923_P,0.371730,97.70
J1933+2037_P,0.798860,100.00
J1933+2038_P,0.040750,302.90
J1933+2225_P,0.307050,70.40
J1933+2315_P,1.166700,216.40
J1933+2401_P,,185.00
J1933+2421,0.813690,106.03
J1933+5335,2.052574,33.54
J1933-6211,0.003543,11.51
J1934+1926,0.230984,99.10
J1934+2341_P,,252.00
J1934+2352,0.178432,355.80
J1934+5219,0.568442,71.26
J1935+1159,1.939758,188.76
J1935+1616,0.358745,158.64
J1935+1726,0.004200,61.60
J1935+1745,0.654408,214.60
J1935+1829,0.843548,343.90
J1935+1836_P,0.398500,230.30
J1935+1841_P,5.529000,290.00
J1935+1901_P,0.897000,365.00
J1935+2025,0.080149,181.32
J1935+2154,3.245065,
J1935+2200,0.912006,293.68
J1936+13,0.004340,168.00
J1936+1536,0.967338,165.00
J1936+18,0.058345,125.90
J1936+1952_P,0.009720,325.00
J1936+2035,0.032928,198.86
J1936+2036_P,0.032920,198.80
J1936+2042,1.390727,195.11
J1936+21,0.642960,262.40
J1936+217,0.031582,75.00
J1937+1358_P,2.645370,174.80
J1937+1505,2.872774,237.00
J1937+1658,0.003958,105.84
J1937+1912_P,0.005090,345.50
J1937+1927_P,0.004040,165.90
J1937+1941_P,0.166760,333.80
J1937+2544,0.200980,53.22
J1937+2950,1.657429,113.99
J1937+34,1.749000,98.00
J1937-00,0.240100,68.02
J1938+0650,1.121562,70.80
J1938+14,2.902500,75.00
J1938+1748_P,7.106000,56.00
J1938+2010,0.687082,327.70
J1938+2012,0.002634,236.91
J1938+2213,0.166116,93.00
J1938+2248_P,0.793920,128.40
J1938+2301_P,0.655070,398.90
J1938+2302_P,0.052762,303.37
J1938+2659,0.883332,191.20
J1938+6604,0.022259,41.24
J1938-0940,0.173867,44.47
J1939+10,2.311400,74.00
J1939+1848_P,0.003360,79.30
J1939+2134,0.001558,71.02
J1939+2352_P,2.145340,415.50
J1939+2425_P,0.005780,186.90
J1939+2449,0.645302,142.88
J1939+2452_P,2.402530,240.50
J1939+2609,0.466963,47.30
J1940+0239,1.232240,87.20
J1940+14,1.279000,70.00
J1940+1754_P,0.002440,193.00
J1940+2102_P,0.030050,76.20
J1940+2203_P,11.906000,59.00
J1940+2231_P,5.682000,198.00
J1940+2245,0.258912,222.40
J1940+2337,0.546824,252.10
J1940+26,0.004814,171.64
J1940-0902,0.978468,42.30
J1940-24,0.098200,53.40
J1940-2403,1.855276,63.30
J1941+0121,0.217317,51.87
J1941+1026,0.905394,138.91
J1941+1341,0.559084,147.90
J1941+2230_P,3.551570,40.00
J1941+2525,2.306153,314.40
J1941+2541_P,1.054750,122.50
J1941+4320,0.840906,79.36
J1941-2602,0.402858,50.09
J1942+0147,1.405040,133.30
J1942+1743,0.696262,190.00
J1942+2029_P,0.044560,139.30
J1942+2604_P,2.641910,161.00
J1942+3941,1.353291,104.50
J1942+8106,0.203558,40.24
J1942-2019,0.275133,59.90
J1943+0609,0.446227,70.66
J1943+2115_P,1.859030,162.80
J1943+2205_P,0.004680,211.20
J1943+2206,0.004682,211.10
J1943+2210,0.005084,174.09
J1943+2210_P,0.012870,110.70
J1943+2446_P,0.005590,237.40
J1943+2608_P,0.635620,118.40
J1943+2700_P,2.478910,187.40
J1943+2847_P,0.006300,191.60
J1943+5815,1.270847,71.00
J1943-1237,0.972430,28.92
J1944+0907,0.005185,24.36
J1944+1755,1.996899,175.00
J1944+1934_P,3.445320,241.40
J1944+2236,0.003618,185.45
J1944-10,0.409135,31.01
J1944-1750,0.841158,56.32
J1945+07,1.073900,62.00
J1945+1211,4.756796,92.70
J1945+1834,1.068708,217.70
J1945+2011_P,0.503070,39.30
J1945+2410_P,2.377590,478.40
J1945+2706_P,0.819150,213.10
J1945+2716_P,2.398030,94.90
J1945-0040,1.045633,59.11
J1946+0904_P,0.025772,37.19
J1946+14,2.282440,50.30
J1946+1805,0.440618,16.14
J1946+2052,0.016960,93.97
J1946+2244,1.334450,141.50
J1946+24,4.729000,96.00
J1946+2433_P,0.008570,275.20
J1946+2535,0.515167,248.81
J1946+2611,0.435060,165.00
J1946+2757_P,0.743030,458.00
J1946+3417,0.003170,110.20
J1946-09,0.091200,50.63
J1946-1312,0.983733,62.76
J1946-2913,0.959449,44.39
J1946-5403,0.002710,23.73
J1947+0915,1.480744,94.00
J1947+10,1.110944,128.76
J1947+1957,0.157509,185.80
J1947+2011_P,0.008178,127.50
J1947+2304_P,0.010900,321.00
J1947-1120,0.002240,50.85
J1947-18,0.002603,25.00
J1947-4215,1.798069,35.00
J1947-43,0.180940,29.90
J1948+06,1.325000,61.00
J1948+1801_P,0.536240,265.10
J1948+1808,0.394354,256.16
J1948+2314_P,1.471000,184.00
J1948+2333,0.528352,198.20
J1948+2428_P,1.333950,361.50
J1948+2438_P,1.903000,450.00
J1948+2551,0.196627,289.27
J1948+2819,0.932693,303.00
J1948+3540,0.717311,129.37
J1948-27,0.332000,57.85
J1948-2730,0.331631,57.80
J1949+2306,1.319373,196.30
J1949+2516_P,0.410340,425.70
J1949+2731_P,0.847140,190.40
J1949+3106,0.013138,164.13
J1949+3426,0.388539,228.20
J1949-2524,0.957620,23.14
J1950+05,0.455934,71.00
J1950+2352_P,0.319760,342.50
J1950+2414,0.004305,142.08
J1950+2556_P,2.038640,420.40
J1950+2728_P,1.670430,226.60
J1950+3001,2.788918,249.00
J1951+1123,5.094083,31.29
J1951+2329_P,1.826100,260.00
J1951+2352_P,0.048390,259.20
J1951+2528_P,0.002310,205.10
J1951+2857_P,1.625380,208.30
J1951+4724,0.181928,104.35
J1952+1410,0.275026,31.50
J1952+2513,1.077647,246.90
J1952+2630,0.020732,315.32
J1952+2702_P,0.004140,213.10
J1952+2818_P,0.003090,250.20
J1952+2836_P,0.018020,313.00
J1952+2837,0.018021,313.11
J1952+3021,1.665665,189.10
J1952+3252,0.039531,45.01
J1953+1006_P,0.002590,57.20
J1953+1149,0.851890,140.03
J1953+1844,0.004444,113.10
J1953+1846A,0.004888,117.33
J1953+1846B,0.079899,119.17
J1953+1846C,0.028933,117.55
J1953+1846D,0.100679,118.40
J1953+1846E,0.004444,113.10
J1953+2732,1.333965,194.20
J1953+2819,1.011002,199.00
J1953+30,1.271200,43.61
J1953+3303_P,0.712890,290.70
J1954+1021,2.099440,80.87
J1954+2407,0.193405,80.50
J1954+2529,0.931210,182.70
J1954+2732_P,0.737750,228.50
J1954+2833_P,0.027210,37.00
J1954+2836,0.092709,
J1954+2923,0.426677,7.93
J1954+3852,0.352933,65.36
J1954+4347,1.387041,130.31
J1954+4357,1.387041,130.30
J1955+2527,0.004873,209.96
J1955+2857_P,0.188890,197.20
J1955+2908,0.006133,104.49
J1955+2912_P,0.279510,193.00
J1955+2930,1.073878,212.40
J1955+3114_P,0.003360,117.20
J1955+5059,0.518938,31.98
J1955+6708,0.008565,57.15
J1955-0907,0.484000,72.00
J1956+07,5.012480,61.30
J1956+0838,0.303911,67.09
J1956+2826_P,0.071790,112.00
J1956+2911_P,3.816000,265.00
J1956-2752,0.260014,45.69
J1957+2516,0.003962,44.14
J1957+2711_P,0.023370,210.40
J1957+2754_P,0.003310,233.70
J1957+2831,0.307683,138.99
J1957+5033,0.374807,
J1957-0002,0.965096,38.44
J1958+2846,0.290389,
J1958+3033,1.098581,201.90
J1958+3156_P,5.564720,401.20
J1958+56,0.311800,58.10
J1959+2048,0.001607,29.11
J1959+2758_P,0.005150,142.80
J1959+3036_P,2.888460,174.90
J1959+3141_P,0.514530,340.60
J1959+3620,0.406081,273.00
J2000+04,0.777000,60.00
J2000+22,1.050500,86.00
J2000+2806_P,0.729860,225.50
J2000+2920,3.073783,132.30
J2000+3157_P,0.003500,270.00
J2000+3207_P,0.388440,374.90
J2001+0701,0.006820,63.31
J2001+2856_P,1.445550,233.10
J2001+4209_P,,153.00
J2001+4258,0.719166,54.93
J2001-0349,1.344724,67.00
J2002+1637,0.276497,94.58
J2002+30,0.421794,187.80
J2002+3217,0.696761,142.21
J2002+4050,0.905067,131.49
J2003+2916,1.009877,209.50
J2003+3032_P,0.001790,164.40
J2003+3600_P,0.478140,293.10
J2004+2653,0.665879,160.00
J2004+3003_P,0.080740,124.30
J2004+3137,2.111265,234.82
J2004+3304_P,1.193370,410.10
J2004+3429,0.240953,351.00
J2005+3154_P,0.749840,225.00
J2005+3156_P,2.146000,337.00
J2005+3411_P,0.651050,489.00
J2005+3547,0.615034,401.60
J2005+3552,0.307943,455.00
J2005-0020,2.279680,36.09
J2006+0148,0.002164,43.58
J2006+22,1.741900,130.56
J2006+3102,0.163695,107.16
J2006+4058,0.499695,259.50
J2006-0807,0.580871,32.39
J2007+0809,0.325724,53.39
J2007+0910,0.458735,48.73
J2007+20,4.634000,67.00
J2007+2722,0.024497,126.78
J2007+3120,0.608205,191.50
J2007+3343_P,0.002680,217.20
J2008+2513,0.589196,60.56
J2008+2755_P,1.519260,155.10
J2008+3139,0.226119,223.90
J2008+3758,4.352303,143.00
J2009+3122_P,0.076540,144.10
J2009+3326,1.438369,263.60
J2010+2845,0.565369,112.47
J2010+3051,0.004816,133.76
J2010+31,1.551540,252.00
J2010+3230,1.442448,371.80
J2010-1323,0.005223,22.16
J2011+3006_P,2.505660,14.00
J2011+3331,0.931733,298.58
J2011+3520_P,0.943220,438.10
J2012-2029,0.544002,37.67
J2013+3058,0.276028,148.70
J2013+3100_P,0.368550,158.40
J2013+3845,0.230194,238.22
J2013-0649,0.580187,63.36
J2014+10,1.140000,74.00
J2014+3326_P,0.977000,333.00
J2015+0756,0.004328,36.44
J2015+2524,2.303299,11.00
J2015+27,0.308100,55.00
J2015+3404_P,0.004280,208.00
J2015+3423_P,0.784650,219.10
J2015+3524_P,0.457520,227.90
J2016+1948,0.064940,33.81
J2016+3318_P,2.178350,382.30
J2016+3711,0.050809,428.00
J2016+3820,0.230998,198.40
J2016+4231,1.243759,222.00
J2017+0603,0.002896,23.92
J2017+1933_P,0.314850,77.60
J2017+2043,0.537143,60.49
J2017+2819,1.832559,66.00
J2017+3625,0.166749,
J2017+5906,0.403478,60.28
J2017-0414,0.040600,30.85
J2017-1614,0.002314,25.44
J2017-2737,0.224524,25.82
J2018+2839,0.557953,14.20
J2018+3418_P,2.191600,317.10
J2018+3431,0.387664,222.35
J2018+3518_P,0.031316,266.99
J2018-0414,0.040612,30.91
J2019+2425,0.003935,17.20
J2019+3718_P,0.505200,461.60
J2019+3810,0.525240,495.00
J2019+72,0.219000,34.88
J2021+3651,0.103741,367.50
J2021+3740_P,0.548090,201.30
J2021+4024_P,0.370540,680.50
J2021+4026,0.265318,
J2022+21,0.803500,73.52
J2022+2534,0.002646,53.66
J2022+2854,0.343402,24.63
J2022+3812_P,0.293750,460.00
J2022+3842,0.048579,429.10
J2022+3845_P,1.008900,487.50
J2022+5154,0.529197,22.55
J2023+0937,1.604738,61.80
J2023+2853_P,0.011330,22.74
J2023+5037,0.372619,32.99
J2024+3751_P,0.211640,446.60
J2024+48,1.262000,99.00
J2026+3656_P,1.785520,280.70
J2027+0255,0.010596,51.13
J2027+2146,0.398173,97.09
J2027+2837_P,0.004790,131.90
J2027+4557,1.099651,229.59
J2027+7502,0.515219,11.42
J2028+3332,0.176707,
J2029+34,1.819400,97.00
J2029+3434_P,1.808820,72.90
J2029+3744,1.216805,190.66
J2029+4453_P,1.361370,333.20
J2029+5459,0.578909,59.75
J2030+2228,0.630513,71.86
J2030+3641,0.200129,246.00
J2030+3818_P,0.133720,596.70
J2030+3833_P,,417.00
J2030+3929_P,1.718420,491.90
J2030+3944_P,0.306180,937.40
J2030+4415,0.227070,
J2030+55,0.579000,59.43
J2031+34,1.819000,105.00
J2031-1254,0.005788,22.94
J2032+0701,0.409576,73.79
J2032+4055_P,0.048740,372.40
J2032+4127,0.143246,114.67
J2033+0042,5.013400,37.84
J2033+1734,0.005949,25.07
J2033-1938,1.281719,23.47
J2034+3632,0.003650,
J2035+3538,0.479980,219.00
J2035+3655,0.024565,136.79
J2036+2835,1.358727,84.22
J2036+3506_P,1.370920,108.40
J2036+6646,0.501927,50.76
J2037+1942,2.074379,36.89
J2037+3621,0.618715,93.56
J2038+3447,0.160165,57.93
J2038+35,0.160000,57.91
J2038+5319,1.424568,160.20
J2038-3816,1.577290,33.96
J2039-3616,0.003275,23.96
J2039-5617,0.002651,24.57
J2040+1657,0.865606,50.69
J2040+20,0.290500,31.00
J2040-21,0.563000,23.87
J2040-2156,0.562575,23.75
J2041+3934_P,0.379950,410.00
J2041+4551,1.159812,310.00
J2042+0246,0.004534,9.27
J2042+4353_P,0.016020,292.60
J2042+4550_P,0.548410,298.60
J2043+1711,0.002380,20.71
J2043+2740,0.096131,21.02
J2043+31,0.937000,145.00
J2043+7045,0.588000,57.64
J2044+28,1.618000,90.30
J2044+3843_P,,230.00
J2044+4331_P,16.606400,499.70
J2044+4614,1.392715,315.40
J2045+0912,0.395555,31.78
J2045+3633,0.031682,129.53
J2045+4431_P,0.141830,432.40
J2045-68,0.002960,21.20
J2045-6837,0.002962,21.07
J2046+1540,1.138286,39.82
J2046+4236_P,0.523820,466.00
J2046+4253_P,0.331150,622.10
J2046+5708,0.476735,101.79
J2046-0421,1.546938,35.98
J2047+1053,0.004286,34.63
J2047+5029,0.445945,107.68
J2048+2255,0.283901,70.69
J2048+4951,0.568301,222.80
J2048-1616,1.961585,11.46
J2050+1259,1.221020,52.40
J2051+1248,0.553167,43.45
J2051+4434_P,1.303160,616.00
J2051+50,0.001680,23.90
J2051-0827,0.004509,20.73
J2052+1219,0.001985,41.96
J2052+4421_P,0.375310,547.00
J2053+1718,0.119268,26.98
J2053+4455_P,10.700000,440.60
J2053+4650,0.012586,98.08
J2053+4718,4.910379,331.30
J2053-7200,0.341336,17.64
J2054-39,0.977000,24.90
J2055+1545,0.002160,40.20
J2055+2209,0.815181,36.35
J2055+2539,0.319561,
J2055+3630,0.221508,97.42
J2055+3829,0.002089,91.83
J2057+21,1.166700,73.31
J2057+4557_P,0.225380,457.00
J2057+4701,0.559574,219.00
J2100+4712_P,1.458720,233.70
J2101+4636_P,0.295290,435.70
J2101+5028_P,0.254440,157.40
J2102+38,1.190000,86.30
J2102+5047_P,0.358200,337.20
J2103+4602_P,1.359940,211.00
J2103+4620_P,0.235160,209.40
J2104+2830,0.405729,62.16
J2104+4644_P,0.108230,204.30
J2105+07,3.746630,52.60
J2105+19,3.529700,34.50
J2105+28,0.405737,62.48
J2105+6223,2.304879,50.75
J2106+4602_P,1.184450,172.00
J2108+4441,0.414871,139.83
J2108+4516,0.577231,83.54
J2108+5001,0.244461,482.30
J2108-3429,1.423105,30.22
J2111+2106,3.953853,59.30
J2111+2132,1.059532,78.60
J2111+40,4.061000,120.00
J2111+4606,0.157830,
J2112+0740,0.275361,24.91
J2112+4058,4.060755,129.00
J2113+2754,1.202852,25.11
J2113+4644,1.014685,141.26
J2113+67,0.552170,54.98
J2113+73,,42.40
J2115+5448,0.002603,77.41
J2115+6702,0.552122,54.50
J2116+1345,0.002219,30.29
J2116+1414,0.440153,56.20
J2116+3701,0.145884,44.03
J2116+4906_P,1.602310,293.20
J2117+4622_P,0.004950,193.60
J2118+5143,0.370223,146.30
J2122+2426,0.541421,8.50
J2123+36,1.294000,108.70
J2123+5434,0.138868,31.76
J2124+1407,0.694054,30.25
J2124+34,0.489000,85.00
J2124-3358,0.004931,4.60
J2127-6648,0.325772,35.93
J2128+5004_P,0.201550,55.00
J2128+5051_P,0.331030,105.00
J2129+1210A,0.110665,67.23
J2129+1210B,0.056133,67.73
J2129+1210C,0.030529,67.13
J2129+1210D,0.004803,67.28
J2129+1210E,0.004651,66.59
J2129+1210F,0.004027,65.60
J2129+1210G,0.037660,66.40
J2129+1210H,0.006743,67.12
J2129+1210I,0.005122,67.30
J2129+1210J,0.011842,66.69
J2129+1210K,1.928451,66.50
J2129+1210L,3.960716,66.10
J2129+4106_P,3.260740,73.50
J2129+4119,1.687418,32.00
J2129+4430_P,0.649330,87.10
J2129-0429,0.007614,16.88
J2129-5721,0.003726,31.85
J2131-31,3.325000,31.60
J2133-0049A,0.010149,43.44
J2133-0049B,0.006975,43.73
J2133-0049C,0.003005,44.07
J2133-0049D,0.004216,43.57
J2133-0049E,0.003703,43.65
J2133-0049F,0.004781,43.33
J2133-0049G,0.002536,43.41
J2136-1606,1.227235,18.48
J2136-5046,0.267322,23.30
J2137+6428,1.750989,106.00
J2138+4911,0.696171,168.40
J2138+69,0.220000,46.60
J2139+00,0.312470,31.18
J2139+2242,1.083514,44.16
J2139+4716,0.282849,
J2139+4738_P,0.557040,138.90
J2140-2310A,0.011019,25.06
J2140-2311B,0.012986,25.09
J2143+0654,9.428229,
J2144-3933,8.509827,3.35
J2144-5237,0.005041,19.55
J2145+2158,1.419000,44.10
J2145-0750,0.016052,9.01
J2148-34,0.927000,14.00
J2149+6329,0.380140,129.72
J2150+3427,0.654280,55.48
J2150+5247,0.332206,148.93
J2150-0326,0.003511,20.67
J2151+19,1.036000,31.00
J2151+2315,0.593534,20.92
J2151+5128,1.051903,203.50
J2154-2812,1.343361,33.00
J2155+2813,1.609020,77.13
J2155-3118,1.030003,14.94
J2155-5641,1.373654,14.00
J2156+2618,0.498149,48.44
J2157+4017,1.525266,71.12
J2158-27,0.477000,22.15
J2158-2734,0.477198,22.18
J2159+0202,0.665561,34.97
J2201+33,0.966000,78.00
J2202+21,,17.70
J2202+5040,0.745379,76.10
J2203+50,0.745000,77.00
J2204+2700,0.084703,35.07
J2205+1444,0.938014,36.72
J2205+6012,0.002416,157.64
J2206+6151,0.322674,168.80
J2207-15,0.766000,27.50
J2208+4056,0.636957,11.84
J2208+4610,0.642506,63.41
J2208+5500,0.933163,105.21
J2209+22,1.776900,46.30
J2210+5712,2.057430,189.43
J2212+2450,0.003908,25.21
J2212+2933,1.004593,74.52
J2213+53,0.751000,161.00
J2214+3000,0.003119,22.56
J2214+5357,0.751195,160.66
J2215+1538,0.374198,29.24
J2215+4524,2.723050,18.50
J2215+5135,0.002610,69.19
J2216+5759,0.419102,176.00
J2217+5733,1.056844,130.67
J2219+4754,0.538469,43.50
J2221+81,,39.00
J2222+2923,0.281399,49.41
J2222+5602,1.336000,163.30
J2222-0137,0.032818,3.28
J2225+35,0.940000,51.80
J2225+6535,0.682542,36.44
J2226-03,0.769700,17.50
J2227+3038,0.842408,19.96
J2228+6447,1.892982,193.60
J2228-65,2.745980,36.00
J2229+2643,0.002978,22.73
J2229+40,0.272900,74.00
J2229+6114,0.051648,205.10
J2229+6205,0.443055,124.64
J2234+0611,0.003577,10.77
J2234+0944,0.003627,17.83
J2234+2114,1.358745,35.08
J2235+1506,0.059767,18.09
J2236+4929,0.931715,42.90
J2236-5527,0.006908,20.09
J2237+2828,1.077395,38.10
J2238+5015,0.560097,28.30
J2238+5903,0.162734,
J2238+6021,3.070000,185.30
J2240+5832,0.139935,263.50
J2241+6941,0.855401,67.67
J2241-5236,0.002187,11.41
J2242+6346,0.460958,91.80
J2242+6950,1.664501,40.86
J2243+1518,0.596799,39.45
J2244+63,0.461000,92.15
J2248-0101,0.477233,29.03
J2251+24,1.797962,34.60
J2251-3711,12.122565,12.12
J2252+2455,1.797908,34.88
J2253+12,0.979300,37.00
J2253+1516,0.792236,29.20
J2256-1024,0.002295,13.78
J2257+5909,0.368246,151.08
J2257-16,0.469000,52.66
J2258+5222_P,1.030560,127.40
J2300+52,0.426500,82.00
J2301+5852,6.979071,
J2302+4442,0.005192,13.72
J2302+48,0.742100,72.00
J2302+6028,1.206404,156.70
J2305+19,0.269300,20.50
J2305+3100,1.575886,49.58
J2305+4707,1.066371,62.07
J2306+31,0.341600,46.13
J2307+2225,0.535829,7.02
J2308+5547,0.475068,46.54
J2310+6706,1.944789,97.70
J2310-0555,0.002613,15.51
J2312+21,1.256000,19.00
J2312+6931,0.813375,71.60
J2313+4253,0.349434,17.28
J2315+58,1.061000,73.20
J2316+5619,1.061600,72.70
J2316+75,,53.40
J2317+1439,0.003445,21.90
J2317+2149,1.444653,20.87
J2319+4919_P,0.544065,87.20
J2319+6411,0.216018,246.10
J2321+6024,2.256488,94.59
J2322+2057,0.004808,13.38
J2322-2650,0.003463,6.15
J2323+1214,3.759491,29.00
J2324-6054,2.347489,15.17
J2325+6316,1.436310,197.37
J2325-0530,0.868735,14.97
J2326+6113,0.233652,122.61
J2326+6141,0.790000,34.50
J2326+6243,0.266149,193.61
J2327+62,0.266000,193.40
