
index,JNAME,P0,P1,F0,F1,DM,
397,J0659+1414,0.384929,5.49e-14,2.597884,-3.708e-13,13.95,
398,J0659-36,0.637000,,1.569859,,83.40,
399,J0700+6418,0.195671,6.85e-19,5.110621,-1.790e-17,8.77,
400,J0702-4956,0.665994,,1.501516,,98.70,
401,J0709+0458,0.034429,3.80e-19,29.045300,-3.209e-16,44.27,
402,J0709-5923,0.485268,1.26e-16,2.060715,-5.351e-16,65.00,
403,J0711+0931,1.214090,4.00e-16,0.823662,-2.714e-16,46.24,
404,J0711-6830,0.005491,1.49e-20,182.117235,-4.944e-16,18.41,
405,J0719-2545,0.974729,7.24e-15,1.025926,-7.616e-15,253.72,
406,J0720-3125,8.391116,6.98e-14,0.119174,-9.913e-16,,
407,J0721-2038,0.015542,4.40e-20,64.340148,-1.821e-16,76.01,
408,J0723-2050,0.711540,,1.405402,,130.00,
409,J0725-1635,0.424311,9.26e-17,2.356760,-5.146e-16,98.98,
410,J0726-2612,3.442308,2.93e-13,0.290503,-2.474e-14,69.40,
411,J0729-1448,0.251709,1.13e-13,3.972847,-1.789e-12,91.93,
412,J0729-1836,0.510176,1.90e-14,1.960107,-7.284e-14,61.23,
413,J0732+2314,0.004090,6.02e-21,244.490583,-3.600e-16,44.67,
414,J0733-2345,1.796250,5.70e-15,0.556715,-1.768e-15,190.20,
415,J0734+14,1.772000,,0.564334,,50.00,
416,J0734-1559,0.156250,1.22e-14,6.400000,-5.000e-13,,
417,J0736-6304,4.862874,1.52e-13,0.205640,-6.424e-15,19.40,
418,J0737-2202,0.320370,5.47e-15,3.121390,-5.329e-14,95.57,
419,J0737-3039A,0.022699,1.76e-18,44.054069,-3.416e-15,48.92,
420,J0737-3039B,2.773461,8.92e-16,0.360560,-1.160e-16,48.92,
421,J0738+6904,6.827693,2.70e-14,0.146462,-5.785e-16,17.22,
422,J0738-4042,0.374921,1.38e-15,2.667230,-9.782e-15,160.90,
423,J0740+6620,0.002886,1.22e-20,346.531996,-1.464e-15,14.96,
424,J0741+17,1.730000,,0.578035,,44.30,
425,J0742+4110,0.003139,6.69e-21,318.558897,-6.791e-16,20.81,
426,J0742+4334,0.606191,3.71e-16,1.649646,-1.010e-15,36.26,
427,J0742-2822,0.166762,1.68e-14,5.996559,-6.049e-13,73.76,
428,J0744-2525,0.091996,9.56e-16,10.870000,-1.130e-13,,
429,J0745-5353,0.214839,2.19e-15,4.654659,-4.738e-14,121.38,
430,J0746-4529,2.791025,1.67e-14,0.358291,-2.139e-15,134.57,
431,J0747+6646,0.407701,6.78e-16,2.452781,-4.080e-15,27.58,
432,J0749+5720,1.174929,8.31e-17,0.851115,-6.017e-17,26.70,
433,J0749-4247,1.095453,9.76e-16,0.912864,-8.133e-16,104.59,
434,J0750+57,1.174870,,0.851158,,26.70,
435,J0750-6846,0.915216,1.10e-16,1.092638,-1.309e-16,54.60,
436,J0751+1807,0.003479,7.79e-21,287.457854,-6.435e-16,30.24,
437,J0753-0816,2.093620,,0.477642,,38.00,
438,J0754+3231,1.442349,1.08e-15,0.693313,-5.191e-16,39.99,
439,J0758-1528,0.682265,1.62e-15,1.465706,-3.478e-15,63.33,
440,J0758-30,1.092000,,0.915751,,86.50,
441,J0758-3002,1.091870,3.84e-16,0.915860,-3.220e-16,86.34,
442,J0802-5613,0.273973,2.76e-15,3.650000,-3.680e-14,,
443,J0803+34,,,,,34.00,
444,J0803-0942,0.571257,1.16e-15,1.750527,-3.558e-15,21.10,
445,J0804-3647,2.191987,4.21e-15,0.456207,-8.762e-16,186.80,
446,J0806+08,2.063100,,0.484707,,46.00,
447,J0806-4123,11.370386,5.56e-14,0.087948,-4.300e-16,,
448,J0807-5421,0.526644,3.75e-16,1.898817,-1.352e-15,165.83,
449,J0808-3937,0.866349,4.01e-16,1.154269,-5.343e-16,169.10,
450,J0809-4753,0.547202,3.08e-15,1.827478,-1.028e-14,228.68,
451,J0811+37,1.248300,,0.801089,,16.95,
452,J0812-3905,0.482596,4.49e-17,2.072127,-1.928e-16,329.60,
453,J0813+22,0.531400,,1.881822,,52.29,
454,J0814+7429,1.292241,1.68e-16,0.773849,-1.007e-16,5.75,
455,J0815+0939,0.645161,1.39e-16,1.550000,-3.339e-16,52.66,
456,J0815+4611,0.434242,3.90e-18,2.302862,-2.068e-17,11.27,
457,J0818-3049,0.763742,5.80e-16,1.309343,-9.943e-16,118.90,
458,J0818-3232,2.161259,7.54e-16,0.462693,-1.615e-16,131.69,
459,J0820-1350,1.238130,2.11e-15,0.807670,-1.373e-15,40.94,
460,J0820-3826,0.124837,2.44e-15,8.010415,-1.567e-13,195.50,
461,J0820-3921,1.073567,1.22e-14,0.931475,-1.056e-14,179.40,
462,J0820-4114,0.545446,1.98e-17,1.833364,-6.640e-17,112.77,
463,J0821-4221,0.396730,3.48e-15,2.520605,-2.212e-14,270.61,
464,J0821-4300,0.112799,9.29e-18,8.865291,-7.300e-16,,
465,J0823+0159,0.864873,1.05e-16,1.156239,-1.398e-16,23.73,
466,J0824+0028,0.009861,1.47e-19,101.406008,-1.510e-15,34.55,
467,J0826+2637,0.530661,1.71e-15,1.884444,-6.070e-15,19.48,
468,J0827+53,0.013500,,74.074074,,23.10,
469,J0828-3417,1.848919,9.96e-16,0.540857,-2.914e-16,51.60,
470,J0831-4406,0.311674,1.28e-15,3.208486,-1.317e-14,254.00,
471,J0834-4159,0.121118,4.28e-15,8.256428,-2.918e-13,240.50,
472,J0834-60,0.384645,,2.599800,,20.00,
473,J0835-3707,0.541404,9.78e-15,1.847048,-3.336e-14,112.40,
474,J0835-4510,0.089328,1.25e-13,11.194650,-1.567e-11,67.77,
475,J0836-4233,0.738436,1.32e-15,1.354214,-2.421e-15,180.00,
476,J0837+0610,1.273768,6.80e-15,0.785072,-4.191e-15,12.86,
477,J0837-2454,0.629410,3.49e-13,1.588789,-8.801e-13,143.10,
478,J0837-4135,0.751625,3.54e-15,1.330450,-6.263e-15,147.19,
479,J0838-2621,0.308581,3.93e-17,3.240643,-4.127e-16,116.91,
480,J0838-2827,0.003615,1.04e-20,276.597550,-7.980e-16,80.66,
481,J0838-3947,1.703946,8.13e-16,0.586873,-2.800e-16,219.00,
482,J0839-66,0.449339,,2.225491,,83.00,
483,J0840-5332,0.720614,1.64e-15,1.387705,-3.165e-15,157.37,
484,J0842-4851,0.644367,9.56e-15,1.551911,-2.302e-14,196.69,
485,J0843+0719,1.365860,,0.732139,,36.60,
486,J0843+67,0.002846,,351.370344,,20.70,
487,J0843-5022,0.208956,1.72e-16,4.785701,-3.950e-15,178.44,
488,J0846-3533,1.116099,1.60e-15,0.895978,-1.285e-15,94.16,
489,J0847-4316,5.977493,1.20e-13,0.167294,-3.357e-15,292.50,
490,J0848+16,0.452400,,2.210433,,38.00,
491,J0849+8028,1.602228,4.46e-16,0.624131,-1.739e-16,34.81,
492,J0849-6322,0.367954,7.91e-16,2.717732,-5.841e-15,91.31,
493,J0853-4648,0.473156,,2.113468,,304.00,
494,J0854+5449,1.233033,3.12e-16,0.811009,-2.053e-16,18.84,
495,J0855-3331,1.267541,6.32e-15,0.788929,-3.934e-15,86.40,
496,J0855-4644,0.064686,7.26e-15,15.459264,-1.736e-12,236.40,
497,J0855-4658,0.575072,1.36e-14,1.738912,-4.118e-14,472.70,
498,J0856-6137,0.962511,1.68e-15,1.038949,-1.813e-15,95.72,
499,J0857+3349,0.242961,2.40e-16,4.115886,-4.066e-15,24.00,
500,J0857-4424,0.326793,1.97e-14,3.060038,-1.848e-13,184.43,
501,J0900-3144,0.011110,4.89e-20,90.011842,-3.960e-16,75.69,
502,J0901-4046,75.885547,2.25e-13,0.013178,-3.900e-17,52.00,
503,J0901-4624,0.442058,8.74e-14,2.262145,-4.471e-13,198.96,
504,J0902-6325,0.660314,9.68e-17,1.514432,-2.219e-16,72.80,
505,J0904-4246,0.965174,1.88e-15,1.036083,-2.016e-15,145.88,
506,J0904-7459,0.549554,4.62e-16,1.819658,-1.530e-15,49.20,
507,J0905-4536,0.988281,1.50e-16,1.011858,-1.534e-16,196.40,
508,J0905-5127,0.346310,2.48e-14,2.887587,-2.072e-13,196.43,
509,J0905-6019,0.340854,5.22e-16,2.933806,-4.493e-15,91.40,
510,J0907-5157,0.253558,1.83e-15,3.943871,-2.854e-14,103.66,
511,J0908-1739,0.401626,6.69e-16,2.489881,-4.151e-15,15.88,
512,J0908-4913,0.106771,1.51e-14,9.365805,-1.325e-12,180.16,
513,J0909-7212,1.362890,3.27e-16,0.733735,-1.759e-16,54.23,
514,J0910+77,1.579050,,0.633292,,,
515,J0911-42,1.940636,,0.515295,,162.20,
516,J0912-3851,1.526085,3.59e-15,0.655271,-1.541e-15,71.50,
517,J0916-5243,1.310444,,0.763100,,162.60,
518,J0917-4413,0.052905,,18.901659,,123.80,
519,J0919-42,0.812600,,1.230618,,57.80,
520,J0919-6040,1.216976,1.00e-17,0.821709,-6.752e-18,82.50,
521,J0921+6254,1.567994,3.61e-15,0.637758,-1.468e-15,13.15,
522,J0921-5202,0.009680,1.81e-20,103.307773,-1.928e-16,122.71,
523,J0922+0638,0.430632,1.37e-14,2.322168,-7.397e-14,27.30,
524,J0922-4534,0.004417,,226.420593,,113.93,
525,J0922-4949,0.950357,9.76e-14,1.052236,-1.080e-13,237.31,
526,J0923-31,,,,,72.00,
527,J0924-5302,0.746344,3.54e-14,1.339866,-6.361e-14,153.40,
528,J0924-5814,0.739505,4.92e-15,1.352255,-9.001e-15,57.09,
529,J0925+6103,0.005983,1.61e-20,167.153840,-4.510e-16,21.64,
530,J0927+2345,0.761889,3.05e-16,1.312527,-5.260e-16,17.24,
531,J0927-5242,0.327951,,3.049236,,296.00,
532,J0928+06,2.060400,,0.485343,,49.80,
533,J0928+30,2.091500,,0.478126,,21.95,
534,J0930-1854,,,,,33.00,
535,J0930-2301,1.807069,3.36e-15,0.553382,-1.030e-15,78.30,
536,J0931-1902,0.004638,3.63e-21,215.608810,-1.687e-16,41.49,
537,J0932-3217,1.931627,2.50e-16,0.517698,-6.700e-17,102.10,
538,J0932-5327,4.392159,8.37e-15,0.227678,-4.340e-16,118.56,
539,J0933-4604,3.669910,,0.272486,,123.00,
540,J0934-4154,0.570409,2.69e-16,1.753127,-8.268e-16,113.79,
541,J0934-5249,1.444778,4.65e-15,0.692148,-2.229e-15,100.37,
542,J0935+33,0.961500,,1.040042,,18.35,
543,J0936-4750,0.522581,,1.913579,,113.00,
544,J0940-5428,0.087569,3.29e-14,11.419623,-4.290e-12,134.83,
545,J0941-39,0.586778,,1.704221,,78.00,
546,J0941-5244,0.658559,1.14e-15,1.518468,-2.625e-15,157.94,
547,J0942-5552,0.664389,2.27e-14,1.505143,-5.138e-14,180.19,
548,J0942-5657,0.808171,3.96e-14,1.237363,-6.060e-14,160.13,
549,J0943+1631,1.087418,9.11e-17,0.919610,-7.703e-17,20.34,
550,J0943+2253,0.532975,8.98e-17,1.876262,-3.162e-16,27.25,
551,J0943-5305,1.734000,,0.576701,,174.00,
552,J0944+4106,2.229431,4.42e-15,0.448545,-8.894e-16,21.41,
553,J0944-1354,0.570264,4.53e-17,1.753573,-1.392e-16,12.50,
554,J0945-4833,0.331586,4.83e-15,3.015813,-4.392e-14,98.10,
555,J0946+0951,1.097706,3.49e-15,0.910991,-2.899e-15,15.32,
556,J0947+2740,0.851014,4.30e-16,1.175069,-5.940e-16,29.09,
557,J0948-5549,0.166095,,6.020636,,178.00,
558,J0949-6902,0.640016,6.37e-16,1.562462,-1.555e-15,93.00,
559,J0951-71,0.212378,,4.708586,,77.00,
560,J0952-0607,0.001414,4.77e-21,707.314446,-2.388e-15,22.41,
561,J0952-3839,1.373816,5.77e-16,0.727900,-3.059e-16,162.78,
562,J0953+0755,0.253065,2.30e-16,3.951547,-3.588e-15,2.97,
563,J0954-5430,0.472866,4.39e-14,2.114764,-1.962e-13,201.16,
564,J0954-5754,0.004835,,206.813547,,307.35,
565,J0955-3947,0.002023,3.81e-20,494.382281,-9.320e-15,130.71,
566,J0955-5304,0.862123,3.53e-15,1.159928,-4.743e-15,156.74,
567,J0955-6150,0.001999,1.43e-20,500.159928,-3.567e-15,160.90,
568,J0957-0619,1.723700,,0.580147,,26.95,
569,J0957-5432,0.203557,1.95e-15,4.912636,-4.699e-14,226.10,
570,J0959-4809,0.670086,8.52e-17,1.492346,-1.897e-16,92.64,
571,J1000+08,0.440372,,2.270807,,21.00,
572,J1000-5149,0.255677,9.59e-16,3.911183,-1.468e-14,72.80,
573,J1001-5507,1.436639,5.16e-14,0.696069,-2.499e-14,130.29,
574,J1001-5559,1.661177,8.64e-16,0.601983,-3.130e-16,158.04,
575,J1001-5603,0.379533,,2.634817,,235.30,
576,J1001-5939,7.733640,5.99e-14,0.129305,-1.001e-15,113.00,
577,J1002-5559,0.777501,1.57e-15,1.286172,-2.600e-15,426.00,
578,J1002-5919,0.713489,1.04e-16,1.401563,-2.043e-16,347.00,
579,J1003+41,0.880000,,1.136364,,30.00,
580,J1003-4747,0.307074,2.07e-15,3.256542,-2.197e-14,98.27,
581,J1005+30,,,,,17.50,
582,J1006-6311,0.835797,5.73e-16,1.196462,-8.203e-16,195.99,
583,J1010+15,,,,,42.00,
584,J1012+5307,0.005256,1.71e-20,190.267834,-6.200e-16,9.02,
585,J1012-2337,2.517945,8.81e-16,0.397149,-1.389e-16,22.51,
586,J1012-4235,0.003101,6.55e-21,322.461933,-6.806e-16,71.65,
587,J1012-5830,2.133591,3.77e-14,0.468693,-8.271e-15,294.00,
588,J1012-5857,0.819929,1.78e-14,1.219618,-2.647e-14,382.60,
589,J1013-5934,0.442901,5.56e-16,2.257841,-2.837e-15,379.47,
590,J1014-48,1.508800,,0.662778,,87.00,
591,J1015-5359,0.020800,,48.075767,,30.80,
592,J1015-5719,0.139920,5.74e-14,7.146916,-2.930e-12,277.79,
593,J1016-5345,0.769586,1.93e-15,1.299400,-3.253e-15,67.30,
594,J1016-5819,0.087834,6.99e-16,11.385079,-9.058e-14,252.16,
595,J1016-5857,0.107386,8.08e-14,9.312161,-7.010e-12,393.62,
596,J1017+3011,0.452785,5.70e-16,2.208553,-2.780e-15,27.15,
597,J1017-5621,0.503463,3.14e-15,1.986245,-1.239e-14,437.88,
598,J1017-7156,0.002339,2.21e-21,427.621905,-4.048e-16,94.21,
599,J1018-1523,0.083153,1.09e-19,12.026092,-1.581e-17,17.16,
600,J1018-1642,1.804696,1.74e-15,0.554110,-5.349e-16,49.16,
601,J1019-5749,0.162513,2.01e-14,6.153370,-7.595e-13,1039.90,
602,J1020-5510,0.003943,,253.628279,,134.80,
603,J1020-5921,1.238305,4.05e-14,0.807555,-2.639e-14,80.00,
604,J1020-6026,0.140481,6.74e-15,7.118386,-3.414e-13,446.00,
605,J1020-6158,0.282879,,3.535085,,363.00,
606,J1021-5601,0.670026,5.34e-17,1.492479,-1.190e-16,212.00,
607,J1022+1001,0.016453,4.33e-20,60.779448,-1.601e-16,10.26,
608,J1022-5813,1.643726,1.45e-13,0.608374,-5.382e-14,714.00,
609,J1023+0038,0.001688,6.93e-21,592.421459,-2.432e-15,14.32,
610,J1023-5746,0.111472,3.84e-13,8.970828,-3.088e-11,,
611,J1024-0719,0.005162,1.86e-20,193.715683,-6.961e-16,6.49,
612,J1028-5819,0.091403,1.61e-14,10.940532,-1.927e-12,96.53,
613,J1030-6008,0.027324,,36.597245,,370.80,
614,J1031-6117,0.306411,1.78e-15,3.263592,-1.900e-14,506.80,
615,J1032-5206,2.407622,1.79e-14,0.415348,-3.086e-15,139.00,
616,J1032-5804,0.078741,3.61e-14,12.699862,-5.817e-12,819.00,
617,J1032-5911,0.464213,1.80e-15,2.154185,-8.341e-15,418.20,
618,J1034-3224,1.150591,2.30e-16,0.869119,-1.741e-16,51.76,
619,J1034-5817,0.791480,,1.263456,,579.00,
620,J1034-5934,0.034471,,29.009531,,603.80,
621,J1035-6345,0.579577,3.50e-16,1.725397,-1.043e-15,189.70,
622,J1035-6720,0.002872,4.65e-20,348.188640,-5.633e-15,84.17,
623,J1036-4353,0.001680,6.38e-21,595.199821,-2.260e-15,61.12,
624,J1036-4926,0.510370,1.65e-15,1.959364,-6.344e-15,136.43,
625,J1036-6559,0.533502,1.36e-15,1.874408,-4.785e-15,158.36,
626,J1036-8317,0.003408,,293.427230,,27.09,
627,J1038+0032,0.028852,6.70e-20,34.660173,-8.049e-17,26.34,
628,J1038-5831,0.661993,1.26e-15,1.510589,-2.872e-15,72.78,
629,J1039-6108,0.271553,,3.682528,,488.20,
630,J1039-6208,1.246563,,0.802206,,281.80,
631,J1041-1942,1.386369,9.45e-16,0.721309,-4.916e-16,33.62,
632,J1042-5521,1.170868,6.72e-15,0.854067,-4.900e-15,306.76,
633,J1043-6116,0.288605,1.04e-14,3.464940,-1.249e-13,448.76,
634,J1044-5737,0.139029,5.46e-14,7.192750,-2.826e-12,,
635,J1045-0436,0.024048,7.86e-20,41.584335,-1.360e-16,4.82,
636,J1045-4509,0.007474,1.77e-20,133.793150,-3.162e-16,58.11,
637,J1046+0304,0.326271,1.24e-16,3.064933,-1.167e-15,24.98,
638,J1046-5813,0.369428,1.15e-15,2.706885,-8.438e-15,239.99,
639,J1047-3032,0.330328,6.10e-17,3.027293,-5.591e-16,52.82,
640,J1047-6709,0.198453,1.69e-15,5.038978,-4.284e-14,116.16,
641,J1048+2339,0.004665,3.01e-20,214.354785,-1.382e-15,16.65,
642,J1048+5349,2.730862,1.22e-15,0.366185,-1.630e-16,27.30,
643,J1048-5832,0.123740,9.61e-14,8.081444,-6.279e-12,128.68,
644,J1048-5838,1.231305,1.22e-14,0.812147,-8.043e-15,70.70,
645,J1049+5822,0.727618,3.91e-15,1.374348,-7.376e-15,12.36,
646,J1049-5833,2.202328,4.37e-15,0.454065,-9.018e-16,448.79,
647,J1050-5953,6.452077,3.81e-11,0.154989,-9.150e-13,,
648,J1051-6214,1.146050,,0.872562,,246.00,
649,J1052-5954,0.180592,2.00e-14,5.537359,-6.127e-13,491.90,
650,J1052-6348,0.383830,3.87e-16,2.605317,-2.630e-15,167.50,
651,J1054-5943,0.346909,4.07e-15,2.882601,-3.385e-14,330.70,
652,J1054-5946,0.228324,2.09e-16,4.379736,-4.009e-15,253.90,
653,J1054-6452,1.840004,3.14e-15,0.543477,-9.270e-16,234.00,
654,J1055-6022,0.947558,9.24e-14,1.055344,-1.029e-13,590.00,
655,J1055-6028,0.099661,2.95e-14,10.034032,-2.973e-12,636.50,
656,J1055-6236,0.448635,7.08e-16,2.228981,-3.518e-15,149.70,
657,J1055-6905,2.919397,2.03e-14,0.342536,-2.386e-15,142.80,
658,J1056-5709,0.676082,5.76e-16,1.479111,-1.260e-15,436.50,
659,J1056-6258,0.422451,3.58e-15,2.367138,-2.005e-14,320.68,
660,J1056-7117,0.026310,6.30e-20,38.008828,-9.100e-17,92.90,
661,J1057-4754,0.628306,2.25e-16,1.591581,-5.694e-16,60.00,
662,J1057-5226,0.197116,5.84e-15,5.073165,-1.503e-13,29.68,
663,J1057-5851,0.620365,1.01e-13,1.611954,-2.613e-13,,
664,J1057-7914,1.347404,1.33e-15,0.742168,-7.324e-16,51.55,
665,J1058-5957,0.616271,6.51e-16,1.622663,-1.713e-15,333.88,
666,J1059+6459,3.631170,5.74e-15,0.275393,-4.350e-16,19.30,
667,J1059-5742,1.185003,4.31e-15,0.843880,-3.066e-15,108.57,
668,J1101-6101,0.062800,8.56e-15,15.923547,-2.170e-12,,
669,J1101-6424,0.005109,1.80e-21,195.722565,-6.895e-17,207.36,
670,J1102+02,0.004050,,246.913580,,27.30,
671,J1103-5403,0.003393,3.68e-21,294.749655,-3.200e-16,103.91,
672,J1103-6025,0.396587,9.90e-16,2.521516,-6.297e-15,275.90,
673,J1104-6103,0.280905,1.97e-15,3.559919,-2.492e-14,78.51,
674,J1105+02,6.403055,1.43e-15,0.156175,-3.500e-17,16.50,
675,J1105+37,0.875000,,1.142857,,36.00,
676,J1105-4353,0.351112,2.50e-15,2.848095,-2.028e-14,45.00,
677,J1105-6037,0.194938,2.18e-14,5.129829,-5.746e-13,,
678,J1105-6107,0.063202,1.58e-14,15.822251,-3.967e-12,271.63,
679,J1106-6438,2.717934,2.33e-15,0.367927,-3.150e-16,203.00,
680,J1107-5907,0.252773,9.01e-18,3.956114,-1.410e-16,40.75,
681,J1107-5947,1.516531,3.40e-16,0.659400,-1.478e-16,158.40,
682,J1107-6143,1.799396,1.56e-13,0.555742,-4.812e-14,406.00,
683,J1108-6329,0.004278,,233.776862,,233.20,
684,J1110+58,0.793350,,1.260478,,26.20,
685,J1110-5637,0.558254,2.06e-15,1.791298,-6.613e-15,261.65,
686,J1111-6039,0.106689,1.96e-13,9.373020,-1.720e-11,,
687,J1112-6103,0.064962,3.15e-14,15.393650,-7.455e-12,595.69,
688,J1112-6613,0.334214,8.23e-16,2.992095,-7.369e-15,249.09,
689,J1112-6926,0.820488,2.82e-15,1.218787,-4.191e-15,148.67,
690,J1114-6100,0.880865,4.60e-14,1.135247,-5.930e-14,680.26,
691,J1115+5030,1.656440,2.49e-15,0.603704,-9.085e-16,9.19,
692,J1115-0956,1.310894,3.47e-17,0.762838,-2.020e-17,16.10,
693,J1115-6052,0.259782,7.23e-15,3.849383,-1.071e-13,227.66,
694,J1116-2444,0.867949,9.85e-16,1.152142,-1.308e-15,29.60,
695,J1116-4122,0.943165,7.97e-15,1.060259,-8.955e-15,40.56,
696,J1117-6154,0.505106,1.25e-14,1.979783,-4.901e-14,493.40,
697,J1117-6447,1.155272,2.40e-16,0.865597,-1.798e-16,303.00,
698,J1119-6127,0.407963,4.02e-12,2.451203,-2.416e-11,704.80,
699,J1119-7936,2.280602,3.68e-15,0.438481,-7.080e-16,26.38,
700,J1120-24,0.497000,,2.012072,,9.81,
701,J1120-3618,0.005557,9.36e-22,179.952669,-3.030e-17,45.12,
702,J1121-5444,0.535787,2.80e-15,1.866414,-9.751e-15,204.70,
703,J1122-3546,0.007838,1.52e-20,127.582438,-2.480e-16,39.59,
704,J1123-4844,0.244839,6.49e-17,4.084324,-1.083e-15,93.72,
705,J1123-6102,0.640238,6.45e-15,1.561918,-1.573e-14,439.11,
706,J1123-6259,0.271438,5.25e-15,3.684081,-7.129e-14,223.26,
707,J1123-6651,0.232979,2.75e-15,4.292235,-5.060e-14,111.20,
708,J1124-3653,0.002410,6.01e-21,415.011347,-1.035e-15,44.86,
709,J1124-5638,0.185560,9.00e-18,5.389093,-2.614e-16,289.50,
710,J1124-5916,0.135477,7.53e-13,7.381335,-4.100e-11,329.20,
711,J1124-6421,0.479099,6.20e-16,2.087253,-2.701e-15,298.00,
712,J1125+7819,0.004202,6.94e-21,238.004053,-3.933e-16,12.03,
713,J1125-5825,0.003102,6.09e-20,322.350433,-6.328e-15,124.81,
714,J1125-6014,0.002630,3.73e-21,380.173094,-5.393e-16,52.93,
715,J1126-2737,0.358161,,2.792040,,26.86,
716,J1126-38,0.887550,,1.126697,,46.00,
717,J1126-6054,0.202737,2.82e-16,4.932494,-6.856e-15,280.33,
718,J1126-6942,0.579419,3.29e-15,1.725868,-9.811e-15,55.33,
719,J1128-6219,0.515984,1.10e-17,1.938046,-4.132e-17,675.00,
720,J1129-53,1.062880,,0.940840,,77.00,
721,J1130+0921,4.796637,-2.76e-15,0.208479,1.200e-16,21.00,
722,J1130-5826,0.162323,1.59e-17,6.160538,-6.031e-16,261.10,
723,J1130-5925,0.680984,9.52e-16,1.468464,-2.052e-15,264.40,
724,J1130-6807,0.256353,4.61e-16,3.900868,-7.008e-15,148.73,
725,J1132+25,1.002000,,0.998004,,24.19,
726,J1132-4700,0.325634,7.76e-16,3.070937,-7.320e-15,122.94,
727,J1132-5627,0.175166,6.80e-17,5.708862,-2.216e-15,305.70,
728,J1133-6250,1.022876,4.65e-16,0.977636,-4.440e-16,568.48,
729,J1134-6207,0.688961,,1.451461,,662.00,
730,J1135-49,,,,,114.00,
731,J1135-6055,0.114943,7.93e-14,8.700000,-6.000e-12,,
732,J1136+1551,1.187917,3.73e-15,0.841809,-2.646e-15,4.84,
733,J1136-5525,0.364715,8.23e-15,2.741870,-6.185e-14,85.11,
734,J1136-64,1.023619,,0.976926,,309.00,
735,J1136-6527,1.189309,1.75e-15,0.840824,-1.237e-15,164.10,
736,J1137+7528,0.002513,3.24e-21,397.987396,-5.132e-16,29.17,
737,J1137-6700,0.556216,6.98e-17,1.797862,-2.256e-16,228.04,
738,J1138-6154,0.624372,,1.601609,,456.00,
739,J1138-6207,0.117564,1.25e-14,8.506020,-9.028e-13,518.86,
740,J1139-6247,0.120482,4.05e-15,8.300000,-2.790e-13,,
741,J1141-3107,0.538433,2.02e-15,1.857240,-6.957e-15,30.97,
742,J1141-3322,0.291468,4.65e-16,3.430910,-5.477e-15,46.37,
743,J1141-6545,0.393899,4.31e-15,2.538723,-2.776e-14,116.08,
744,J1142+0119,0.005075,1.50e-20,197.032753,-5.819e-16,19.20,
745,J1142-6230,0.558383,7.79e-17,1.790884,-2.500e-16,343.80,
746,J1143-5158,0.675646,6.95e-16,1.480065,-1.523e-15,159.03,
747,J1143-5536,0.685358,4.85e-16,1.459090,-1.033e-15,185.00,
748,J1144-6146,0.987783,-3.81e-17,1.012368,3.900e-17,78.70,
749,J1144-6217,0.850665,3.08e-14,1.175551,-4.261e-14,284.70,
750,J1146-6030,0.273375,1.79e-15,3.657986,-2.393e-14,111.66,
751,J1146-6610,0.003722,7.93e-21,268.650200,-5.723e-16,133.82,
752,J1148-5725,3.559937,1.11e-14,0.280904,-8.760e-16,174.00,
753,J1148-6415,3.241029,2.70e-15,0.308544,-2.570e-16,241.00,
754,J1148-6546,1.496743,,0.668117,,121.50,
755,J1151-6108,0.101633,1.03e-14,9.839307,-9.951e-13,217.80,
756,J1152-5800,1.789829,1.28e-15,0.558712,-4.000e-16,191.00,
757,J1152-6012,0.376570,6.69e-15,2.655552,-4.714e-14,74.00,
758,J1152-6056,2.449000,,0.408330,,381.00,
759,J1153-2117,2.343480,,0.426716,,34.80,
760,J1154-19,0.011100,,90.090090,,10.69,
761,J1154-6250,0.282012,5.59e-16,3.545952,-7.029e-15,74.00,
762,J1155-6529,0.078870,,12.679118,,33.00,
763,J1156-1318,,,,,28.00,
764,J1156-5707,0.288417,2.65e-14,3.467205,-3.191e-13,243.20,
765,J1156-5909,1.037931,1.02e-15,0.963455,-9.468e-16,219.20,
766,J1157-5112,0.043589,1.43e-19,22.941448,-7.526e-17,39.72,
767,J1157-6224,0.400526,3.93e-15,2.496719,-2.452e-14,324.30,
768,J1159-6409,0.667486,2.63e-17,1.498160,-5.900e-17,173.57,
769,J1159-7910,0.525077,2.81e-15,1.904484,-1.020e-14,59.34,
770,J1201-6306,0.592136,3.56e-15,1.688801,-1.014e-14,683.00,
771,J1202-5820,0.452803,2.13e-15,2.208464,-1.039e-14,145.74,
772,J1203-6242,0.100604,4.41e-14,9.940000,-4.360e-12,,
773,J1204-6843,0.308861,2.17e-16,3.237702,-2.275e-15,134.15,
774,J1207-4508,1.769828,1.56e-15,0.565027,-4.980e-16,84.50,
775,J1207-5050,0.004843,6.06e-21,206.493932,-2.586e-16,50.64,
776,J1208-5936,0.028714,2.97e-20,34.826387,-3.600e-17,344.43,
777,J1208-6238,0.440591,3.27e-12,2.269680,-1.684e-11,,
778,J1210-5226,0.424131,2.22e-17,2.357764,-1.236e-16,,
779,J1210-5559,0.279768,7.25e-16,3.574392,-9.267e-15,174.31,
780,J1210-6322,1.163186,9.25e-15,0.859708,-6.834e-15,547.00,
781,J1210-6550,4.237010,4.31e-16,0.236015,-2.400e-17,37.00,
782,J1211-6324,0.433084,2.64e-16,2.309020,-1.406e-15,333.47,
783,J1212-5838,0.073802,,13.549750,,145.90,
